Address,Sold Price,Type,Year built,Heating,Cooling,Parking,Bedrooms,Bathrooms,Elementary School Score,Elementary School Distance,Middle School Score,Middle School Distance,High School Score,High School Distance,Appliances included,Laundry features,Zip,Neighborhood
4139 Tracy St,2100000.0,SingleFamily,1927.0,Central,Central Air,Garage - Single Door,4,4.0,8.0,0.3,6.0,0.7,8.0,0.3,"Dishwasher, Disposal, Refrigerator",Laundry Closet,90027,Los Feliz
4421 Gainsborough Ave,2850000.0,SingleFamily,1924.0,Wall,Central,"Garage, Covered",3,2.0,8.0,0.5,6.0,1.1,8.0,0.7,"Dishwasher, Dryer, Garbage disposal, Microwave, Range / Oven, Refrigerator, Washer",,90027,Los Feliz
5281 1/2 Village Grn,575000.0,Condo,1942.0,Wall,,0 spaces,2,1.0,6.0,0.3,2.0,2.1,2.0,0.9,,,90016,West Adams
1233 Wilcox Ave,945000.0,Townhouse,2009.0,Central,Central Air,Garage - Two Door,2,3.0,2.0,0.4,3.0,0.5,6.0,0.6,"Dishwasher, Disposal, Microwave, Refrigerator","Laundry Closet, Stackable, Upper Level",90038,Hollywood
7866 Airlane Ave,1135000.0,SingleFamily,1946.0,Forced Air,Central Air,"Driveway, Garage - Two Door, On Street",3,2.0,5.0,0.1,,,,,"Dishwasher, Microwave, Refrigerator, Gas Cooktop, Washer, Dryer",Inside,90045,Westchester
917 E West Of Central North Of Century Blvd St,320000.0,SingleFamily,1948.0,Wall Gas,,0 spaces,2,1.0,3.0,0.1,1.0,0.7,,,,In Unit,90002,Watts
1650 Veteran Ave APT 202,920000.0,Condo,1987.0,Central,Central Air,Garage - Two Door,2,2.0,9.0,0.8,,,6.0,1.3,"Dishwasher, Disposal, Microwave, Refrigerator, Washer, Dryer",Inside,90024,Westwood
1831 Prosser Ave APT 102,374000.0,Condo,1970.0,,Wall/Window Unit(s),"Community Structure, Covered, Gated",1,1.0,9.0,0.3,,,6.0,2.1,Disposal,Community,90025,West Los Angeles
326 E 90th St,360000.0,SingleFamily,1924.0,,,,3,1.0,3.0,0.2,1.0,1.3,2.0,0.2,,Gas Dryer Hookup,90003,South Los Angeles
3931 Rome Ct,1270010.0,SingleFamily,1953.0,,,Driveway,2,2.0,7.0,0.2,6.0,2.3,,,,See Remarks,90065,Glassell Park
1845 Mandeville Canyon Rd,2695000.0,SingleFamily,1940.0,Central,Central Air,Garage - Two Door,3,4.0,,,7.0,0.8,8.0,2.7,"Dishwasher, Disposal, Refrigerator",Laundry Room,90049,Brentwood
722 S Oxford Ave APT 307,880000.0,Condo,2007.0,Central,Central Air,"Assigned, Gated",3,3.0,3.0,0.4,3.0,1.0,,,"Dishwasher, Disposal, Gas Oven, Gas Range, Microwave",Laundry Closet,90005,Koreatown
6067 Comey Ave,650000.0,SingleFamily,1947.0,Wall,,Covered,0,0.0,4.0,0.6,4.0,5.0,6.0,0.9,,,90034,Palms
441 S Barrington Ave UNIT 302,1361000.0,Condo,2015.0,Central,,"Assigned, Community Structure, Controlled Entrance, Guest",2,3.0,9.0,1.4,7.0,1.7,6.0,1.0,"Dishwasher, Microwave, Gas Cooktop",,90049,Brentwood
4177 Mildred Ave,1400000.0,SingleFamily,1925.0,Central,Central,"Carport, Covered",3,4.0,6.0,1.8,7.0,2.1,8.0,2.0,"Dishwasher, Garbage disposal, Refrigerator",Inside,90066,Mar Vista
312 W 5th St APT 1104,465000.0,Condo,1923.0,Wall Furnace,,,0,1.0,,,3.0,1.2,3.0,1.1,"Dishwasher, Washer, Dryer",,90013,Little Tokyo
715 N Coronado St,1200000.0,MultiFamily,1966.0,,,0 spaces,10,4.0,,,,,3.0,1.1,,,90026,Echo Park
1931 Griffith Park Blvd,1319000.0,SingleFamily,2019.0,Central,Central,Garage - Attached,3,4.0,8.0,0.9,6.0,0.4,8.0,0.7,,"On Upper Level, In Unit",90039,Atwater Village
1363 S Cloverdale Ave,959000.0,SingleFamily,1925.0,Wall Furnace,,"Driveway, Garage - Single Door",3,2.0,4.0,0.3,,,7.0,2.2,"Dishwasher, Disposal, Microwave, Built-In, Washer, Dryer",Outside,90019,Mid-City
660 N Gramercy Pl,1035000.0,SingleFamily,2014.0,Central,Central Air,Garage - Two Door,3,4.0,6.0,0.3,3.0,0.8,7.0,3.0,"Dishwasher, Microwave, Refrigerator, Washer, Dryer",,90004,Hancock Park
1681 S Kingsley Dr,717250.0,SingleFamily,1905.0,Floor Furnace,,Carport,4,1.0,2.0,0.7,5.0,0.9,4.0,0.9,,Inside,90006,Pico-Union
1929 Griffith Park Blvd,1289000.0,SingleFamily,2019.0,Central,Central,Garage - Attached,3,4.0,9.0,0.9,6.0,0.4,8.0,0.7,"Dishwasher, Garbage disposal","On Upper Level, In Unit",90039,Atwater Village
3477 Carmona Ave,345000.0,Condo,1948.0,,Wall/Window Unit(s),Garage,1,1.0,6.0,0.2,2.0,2.6,2.0,1.3,,Common Area,90016,West Adams
1720 Griffith Park Blvd,802000.0,SingleFamily,1921.0,,,"Carport, Detached Carport",1,1.0,5.0,0.4,6.0,0.3,8.0,0.9,Refrigerator,See Remarks,90026,Echo Park
908 Elder Ct,650000.0,SingleFamily,1905.0,,,Garage,2,1.0,6.0,0.3,,,7.0,1.6,,Laundry Room,90042,Highland Park
5091 Ithaca Ave,370000.0,SingleFamily,1925.0,,,,2,1.0,2.0,0.4,5.0,0.5,4.0,0.6,,See Remarks,90032,El Sereno
2112 Century Park Ln UNIT 413,1085000.0,Condo,1985.0,Central,Central Air,Controlled Entrance,2,2.0,9.0,1.3,,,6.0,3.2,"Dishwasher, Microwave, Refrigerator, Built-In, Electric Cooktop, Oven, Electric Oven, Dryer",,90067,Century City
3119 Halldale Ave,555000.0,Condo,1983.0,,Central Air,Garage - Attached,3,3.0,,,,,,,,In Garage,90018,Jefferson Park
12856 Bonaparte Ave,1870000.0,SingleFamily,1953.0,Forced Air,,Driveway,4,4.0,6.0,0.3,2.0,0.5,6.0,1.2,"Dishwasher, Disposal, Microwave, Refrigerator",Inside,90066,Mar Vista
1323 E Vernon Ave,650000.0,MultiFamily,1956.0,,,0 spaces,4,4.0,4.0,0.2,3.0,0.6,,,,,90011,South Park
752 N Mansfield Ave,1354000.0,SingleFamily,1926.0,,,"Detached Carport, Driveway, Garage - Two Door",3,2.0,2.0,0.9,3.0,0.3,7.0,1.2,,Outside,90038,Hollywood
1414 W 71st St,520000.0,SingleFamily,1924.0,Central,,Garage,3,2.0,3.0,0.3,2.0,0.9,2.0,1.0,,Inside,90047,South Los Angeles
10650 Holman Ave APT 204,830000.0,Condo,1974.0,Central,Central Air,0 spaces,2,2.0,9.0,0.3,,,6.0,1.9,"Dishwasher, Disposal, Microwave, Refrigerator, Washer, Dryer",,90024,Westwood
4822 Elmwood Ave APT 304,750000.0,Condo,2011.0,Central,Central Air,"Community Structure, Controlled Entrance, Covered",3,2.0,6.0,0.3,3.0,1.1,7.0,3.0,"Dishwasher, Disposal",,90004,Hancock Park
1741 Correa Way,6000000.0,SingleFamily,1958.0,Central,Central,"Carport, Garage - Attached, Covered",5,6.0,,,7.0,0.6,8.0,2.5,,Laundry Area,90049,Brentwood
4815 Avoca St,708000.0,SingleFamily,1924.0,Central,Central Air,"Driveway, Asphalt, Driveway - Combination, Garage, RV Potential",3,2.0,6.0,0.1,,,7.0,0.5,,Laundry Room,90041,Eagle Rock
347 S Westmoreland Ave,830000.0,SingleFamily,1923.0,Wall,,"Garage, Covered",8,4.0,7.0,0.4,5.0,0.4,3.0,1.6,,,90020,Wilshire Center
356 N Chicago St,625000.0,SingleFamily,1901.0,,,,5,1.0,3.0,0.1,6.0,0.8,3.0,0.7,,Inside,90033,Boyle Heights
1410 W 101st St,399000.0,SingleFamily,1924.0,Other,,0 spaces,3,1.0,5.0,0.5,4.0,1.6,2.0,0.5,,,90047,South Los Angeles
4051 Abourne Rd APT C,368000.0,Condo,1948.0,Wall,,0 spaces,2,1.0,3.0,0.2,2.0,1.0,2.0,0.7,,Individual Room,90008,Baldwin Hills
421 S La Fayette Park Pl APT 217,400000.0,Condo,1971.0,Central,Central Air,"Assigned, Parking Space, Underground",1,1.0,3.0,0.3,5.0,0.8,3.0,1.2,"Dishwasher, ENERGY STAR Qualified Appliances, Disposal, Gas Range, Microwave, Range Hood","Community, Inside",90057,Westlake
1927 N Ditman Ave,704000.0,SingleFamily,1940.0,"Floor Furnace, Natural Gas",,Garage,3,2.0,6.0,0.3,5.0,1.1,4.0,0.3,"Dishwasher, Gas Range, Microwave",Inside,90032,El Sereno
8636 W Olympic Blvd APT 2,1000000.0,Townhouse,1987.0,Central,,"Assigned, Auto Driveway Gate, Community Structure, Garage Door Opener, Gated, Guest",3,4.0,5.0,0.7,,,7.0,1.9,"Dishwasher, Disposal, Refrigerator, Dryer","In Kitchen, Stackable",90035,Beverlywood
645 W 9th St APT 733,565000.0,Condo,2006.0,Central,Central Air,Garage - Attached,1,1.0,2.0,0.8,3.0,0.8,3.0,1.0,,Laundry Room,90015,South Park
4123 Jennings Dr,530000.0,SingleFamily,1926.0,,,"Deck, Direct Access, Driveway, Driveway Up Slope From Street, Garage Faces Front",4,2.0,5.0,0.3,5.0,0.9,4.0,1.7,,Washer Hookup,90032,El Sereno
5626 Homeside Ave,780000.0,SingleFamily,1928.0,Wall Furnace,Wall/Window Unit(s),Paved,3,1.0,6.0,0.5,,,6.0,1.4,Water Heater,Washer Hookup,90016,West Adams
326 Westminster Ave APT 106,700000.0,Condo,1992.0,Central,,Assigned,2,2.0,8.0,1.2,7.0,1.3,7.0,2.9,"Dishwasher, Disposal, Refrigerator, Washer, Dryer",,90020,Wilshire Center
2205 S Hobart Blvd,1025000.0,SingleFamily,1908.0,Wall Furnace,,Garage - Two Door,5,3.0,2.0,0.2,3.0,1.2,4.0,1.1,,,90018,Jefferson Park
209 S Lucerne Blvd,2866500.0,SingleFamily,1922.0,Central,Central Air,"Auto Driveway Gate, Driveway, Garage - Two Door",4,4.0,8.0,0.6,7.0,0.9,7.0,2.3,"Dishwasher, Disposal, Refrigerator",See Remarks,90004,Hancock Park
10749 Weyburn Ave,3325000.0,SingleFamily,1930.0,Central,,"Driveway, Garage - Two Door, Porte-Cochere",4,5.0,9.0,0.6,,,6.0,1.8,,Inside,90024,Westwood
2438 Butler Ave,984000.0,SingleFamily,1947.0,,,"Driveway, Garage - Single Door",3,1.0,6.0,0.3,3.0,0.4,6.0,1.5,"Dishwasher, Disposal",Inside,90064,Rancho Park
3011 S West View St,1000000.0,MultiFamily,1964.0,Wall,,"Garage - Attached, Covered",6,3.0,5.0,0.4,2.0,1.9,2.0,0.5,"Dishwasher, Garbage disposal","Community, Room",90016,West Adams
1651 W 39th Pl,580000.0,SingleFamily,1912.0,Wall,"See Remarks, Wall/Window Unit(s)",0 spaces,3,2.0,2.0,0.2,,,,,,Inside,90062,South Los Angeles
622 W Century Blvd,430000.0,SingleFamily,1923.0,"Wall Furnace, Natural Gas",,"Auto Driveway Gate, Driveway, Concrete, Garage, On Street",2,1.0,4.0,0.3,2.0,0.4,2.0,1.3,,Laundry Room,90044,South Los Angeles
667 E 119th St,407000.0,SingleFamily,1939.0,Wall Furnace,,Garage,2,1.0,4.0,0.2,2.0,0.7,,,,,90059,Willowbrook
7260 Hillside Ave UNIT 304,357000.0,Condo,1965.0,Central,Central Air,Controlled Entrance,0,1.0,7.0,0.4,3.0,1.2,6.0,0.6,"Dishwasher, Disposal, Microwave","Community, Inside",90046,Hollywood Hills
2305 Effie St,805000.0,SingleFamily,1907.0,"Combination, Wall Furnace, Zoned",,Driveway,1,2.0,,,,,,,"Dishwasher, Disposal, Refrigerator, Washer, Dryer",Outside,90026,Echo Park
3151 Folsom St,494000.0,SingleFamily,1928.0,Wall Furnace,,"Garage, Covered",3,2.0,4.0,0.1,4.0,0.9,3.0,1.0,,,90063,City Terrace
4040 Grand View Blvd UNIT 81,641000.0,Townhouse,1961.0,,See Remarks,Garage,2,2.0,6.0,0.2,2.0,0.9,6.0,1.1,,Inside,90066,Mar Vista
15420 Hamner Dr,1940740.0,SingleFamily,1961.0,Central,Central Air,Garage - Two Door,4,4.0,9.0,0.4,,,6.0,5.0,"Barbecue, Dishwasher, Disposal, Refrigerator",Inside,90077,Bel-Air
8906 Earhart Ave,910000.0,SingleFamily,1942.0,Central,Central Air,"Driveway, Garage - Two Door",2,1.0,5.0,0.7,,,,,"Dishwasher, Disposal, Microwave, Refrigerator, Gas Cooktop, Gas Oven, Washer, Dryer",In Garage,90045,Westchester
5400 W 82nd St,820000.0,SingleFamily,1950.0,,,Garage,4,2.0,5.0,1.0,,,,,,Laundry Room,90045,Westchester
611 N Curson Ave,1400000.0,SingleFamily,1924.0,Central,Central Air,Driveway,2,1.0,3.0,0.6,,,7.0,0.3,,,90036,Fairfax
11750 W Sunset Blvd APT 318,460000.0,Condo,1965.0,Central,Central Air,"Assigned, Garage, Underground",0,1.0,9.0,1.2,7.0,1.6,6.0,1.3,"Dishwasher, Microwave, Refrigerator",Community,90049,Brentwood
1420 N Stanley Ave APT 204,639000.0,Condo,1989.0,Central,Central Air,"Assigned, Community Structure, Gated, Tandem",2,2.0,7.0,0.3,3.0,1.3,7.0,0.9,"Dishwasher, Disposal, Refrigerator, Vented Exhaust Fan, Washer, Dryer",Laundry Closet,90046,Hollywood Hills
1943 Griffith Park Blvd,1329000.0,SingleFamily,2019.0,Forced air,Other,"Garage - Detached, Covered",3,4.0,8.0,0.9,6.0,0.4,8.0,0.7,,,90039,Atwater Village
8630 Wiley Post Ave,895000.0,SingleFamily,1943.0,Floor Furnace,,"Driveway, Concrete, Garage Faces Front, Garage Door Opener, Side By Side",2,2.0,5.0,0.5,,,,,"Self Cleaning Oven, Dishwasher, Disposal, Gas Range, Microwave, Refrigerator, Water Line to Refrigerator","Laundry Closet, In Kitchen",90045,Westchester
4801 O'sullivan Dr,438000.0,SingleFamily,1940.0,Central,Central,"Carport, Covered",3,2.0,6.0,0.6,5.0,0.9,4.0,0.6,"Dryer, Microwave, Range / Oven, Refrigerator",In Unit,90032,El Sereno
1101 W 78th St,662500.0,SingleFamily,1921.0,Wall Furnace,,Auto Driveway Gate,4,3.0,3.0,0.3,2.0,1.1,2.0,1.1,Dishwasher,Inside,90044,South Los Angeles
8709 Lookout Mountain Ave,1112000.0,SingleFamily,1923.0,Electric,Wall/Window Unit(s),,3,3.0,9.0,0.4,3.0,3.2,7.0,2.2,"Dishwasher, Refrigerator, Gas Cooktop, Washer, Dryer","In Kitchen, Inside",90046,Hollywood Hills
1204 Roxbury Dr UNIT 1C,1100000.0,Condo,1988.0,Central,Central Air,"Assigned, Community Structure, Controlled Entrance, Tandem",2,3.0,7.0,1.0,7.0,2.2,6.0,1.6,"Dishwasher, Refrigerator, Washer, Dryer",Laundry Room,90035,Beverlywood
1140 N Formosa Ave APT 10,980000.0,Condo,2008.0,Central,Central Air,Built-In Storage,2,3.0,7.0,0.6,3.0,0.6,6.0,0.6,,,90046,Hollywood Hills
2436 E 115th Pl,320000.0,SingleFamily,1922.0,,,Garage,1,1.0,5.0,0.3,3.0,1.3,,,,Inside,90059,Willowbrook
6510 Hereford Dr,430000.0,SingleFamily,1947.0,,,Garage - Two Door,2,1.0,4.0,0.3,,,5.0,1.3,,Laundry Room,90022,East Los Angeles
5510 Smiley Dr,985000.0,SingleFamily,1923.0,Central,Central Air,0 spaces,2,2.0,6.0,0.4,3.0,4.4,6.0,1.6,,,90016,West Adams
6327 S Rimpau Blvd,757000.0,SingleFamily,1923.0,Central,Central Air,"Driveway, Garage Faces Front",3,2.0,2.0,0.7,2.0,1.8,,,"Dishwasher, Gas Range, Microwave, Refrigerator","Gas & Electric Dryer Hookup, Stackable",90043,View Park-Windsor Hills
11738 Kiowa Ave UNIT 301,1785000.0,Condo,2006.0,Central,Central Air,"Community Structure, Garage Door Opener, Guest, Private, Underground, Tandem",3,3.0,5.0,0.4,7.0,2.1,6.0,0.3,"Dishwasher, Disposal, Microwave, Refrigerator, Washer, Dryer","Inside, See Remarks",90049,Brentwood
680 E 116th St,450000.0,SingleFamily,1930.0,Wall Furnace,,Detached Carport,2,1.0,4.0,0.1,2.0,0.5,,,,,90059,Willowbrook
3418 London St,750000.0,SingleFamily,1922.0,Floor Furnace,,Garage,2,1.0,6.0,0.4,6.0,1.1,8.0,1.9,6 Burner Stove,In Kitchen,90026,Echo Park
210 S La Fayette Park Pl APT 305,330000.0,Condo,1970.0,,,"Assigned, Community Structure, Controlled Entrance, Covered",1,1.0,5.0,0.5,5.0,0.8,3.0,1.1,"Dishwasher, Refrigerator",,90057,Westlake
4827 S Wilton Pl,550000.0,SingleFamily,1911.0,,Central Air,,4,1.0,3.0,0.5,,,,,,Inside,90062,South Los Angeles
2435 E 115th Pl,373000.0,SingleFamily,1925.0,,,Garage,4,1.0,5.0,0.3,3.0,1.3,,,,Inside,90059,Willowbrook
10390 La Grange Ave PENTHOUSE 4,1012000.0,Condo,2008.0,Central,Central Air,Tandem,2,3.0,9.0,0.7,,,6.0,2.5,,Laundry Closet,90025,West Los Angeles
4225 Via Arbolada UNIT 573,707500.0,Townhouse,1983.0,Central,Central Air,Garage - Two Door,2,3.0,1.0,0.5,6.0,1.6,4.0,1.6,"Dishwasher, Disposal, Microwave, Washer, Dryer",,90042,Highland Park
530 S Hewitt St UNIT 128,1150000.0,Condo,1920.0,Central,Central Air,"Assigned, Side By Side",2,2.0,,,6.0,1.4,3.0,1.5,"Dishwasher, Microwave, Refrigerator",,90013,Little Tokyo
1960 W 85th St,570000.0,SingleFamily,1931.0,Central,Central Air,"Garage, Garage Faces Side",3,2.0,3.0,0.5,4.0,2.5,2.0,1.6,,"Laundry Room, Inside",90047,South Los Angeles
1178 N Hobart Blvd,1220000.0,SingleFamily,1920.0,,Wall/Window Unit(s),Attached Carport,2,2.0,5.0,0.1,3.0,0.9,,,Refrigerator,,90029,East Hollywood
4845 Elmwood Ave APT E,825000.0,Townhouse,1995.0,Central,,Garage,3,3.0,6.0,0.2,3.0,1.1,7.0,2.9,"Refrigerator, Freezer, Dishwasher, Washer, Dryer",,90004,Hancock Park
2935 S West View St,1541857.0,SingleFamily,1922.0,Central,Central Air,"Auto Driveway Gate, Driveway, Paved, None",5,4.0,5.0,0.3,2.0,1.9,2.0,0.5,"Dishwasher, Refrigerator, Washer, Dryer","Laundry Closet, Inside",90016,West Adams
4938 O'sullivan Dr,500000.0,SingleFamily,1962.0,Wall,,0 spaces,3,2.0,6.0,0.6,5.0,0.9,4.0,0.7,,,90032,El Sereno
5263 Maymont Dr,880000.0,SingleFamily,1939.0,Central,,Garage - Attached,2,1.0,,,2.0,1.6,,,,In Garage,90043,View Park-Windsor Hills
3665 W 58th Pl,650000.0,SingleFamily,1923.0,Wall Furnace,,"Driveway Level, Off Street",3,2.0,2.0,0.4,2.0,1.4,,,"Disposal, Gas Range, Water Heater",Inside,90043,View Park-Windsor Hills
12312 Slater Ave,415000.0,SingleFamily,1945.0,Floor Furnace,,Garage - Two Door,2,1.0,3.0,0.3,,,3.0,0.4,Disposal,,90059,Willowbrook
4845 Elmwood Ave APT E,825000.0,Townhouse,1995.0,Central,,Garage,3,3.0,6.0,0.2,3.0,1.1,7.0,2.9,"Refrigerator, Freezer, Dishwasher, Washer, Dryer",,90004,Hancock Park
9736 Alcott St,1556000.0,SingleFamily,1953.0,,,0 spaces,3,2.0,7.0,0.7,7.0,2.2,6.0,1.4,,See Remarks,90035,Beverlywood
2864 Club Dr,3150000.0,SingleFamily,1941.0,Central,Central Air,"Auto Driveway Gate, Built-In Storage, Detached Carport, Garage Door Opener, Driveway, Paved, Garage, Garage - Two Door",4,5.0,7.0,0.3,7.0,1.3,6.0,0.9,"Barbecue, Dishwasher, Disposal, Microwave, Refrigerator","Inside, Laundry Room",90064,Rancho Park
1335 S Woods Ave,998000.0,MultiFamily,1931.0,Gas,Wall,"Garage, None, Covered",2,1.0,3.0,0.2,,,3.0,2.4,"Garbage disposal, Microwave",,90022,East Los Angeles
960 N Tigertail Rd,1765000.0,SingleFamily,1955.0,"Forced air, Electric",Other,"Garage, Garage - Detached, Covered",2,2.0,9.0,0.5,7.0,1.6,8.0,3.5,"Dryer, Washer",In Unit,90049,Brentwood
4711 Union Pacific Ave,455000.0,MultiFamily,1929.0,,,0 spaces,2,2.0,3.0,0.4,,,3.0,2.9,,,90022,East Los Angeles
1755 S Mansfield Ave,932000.0,SingleFamily,1924.0,Central,,Garage,3,2.0,4.0,0.5,,,,,,In Kitchen,90019,Mid-City
6117 Monterey Rd,1070000.0,SingleFamily,,Central,Central,0 spaces,3,4.0,1.0,0.5,,,7.0,1.1,"Dishwasher, Garbage disposal, Microwave, Refrigerator","Laundry Area, In Closet",90042,Highland Park
7340 W 88th Pl,1049000.0,SingleFamily,1950.0,Central,,"Driveway, Garage - Two Door",3,2.0,4.0,0.3,,,,,"Barbecue, Disposal, Microwave, Refrigerator, Washer, Dryer","In Garage, Inside",90045,Westchester
3261 Kelton Ave,1850000.0,SingleFamily,1947.0,,Dual,Garage - Attached,2,1.0,8.0,0.3,7.0,0.2,6.0,2.3,,,90034,Palms
3627 Hillcrest Dr,1222500.0,SingleFamily,1944.0,"Central, Forced Air",Central Air,"Driveway, Open",5,4.0,2.0,0.2,2.0,1.1,2.0,0.2,"Dishwasher, Disposal, Refrigerator, Washer, Dryer",Inside,90016,West Adams
4975 Glenalbyn Dr,610000.0,SingleFamily,1939.0,Floor Furnace,,Garage - Attached,2,1.0,7.0,0.1,,,7.0,1.2,,"Laundry Room, Inside",90065,Glassell Park
527 Molino St UNIT 117,705000.0,Condo,2014.0,Central,Central Air,Assigned,1,1.0,,,6.0,1.4,9.0,1.4,"Dishwasher, Disposal",,90013,Little Tokyo
12114 Athens Way,565000.0,SingleFamily,1947.0,"Wall Furnace, Natural Gas",,Driveway,5,3.0,6.0,0.8,2.0,0.9,2.0,1.8,"Tankless Water Heater, Water Heater",Inside,90061,South Los Angeles
10908 Mona Blvd,450000.0,SingleFamily,1950.0,,Central Air,Garage - Attached,3,2.0,5.0,0.1,3.0,1.1,,,,Common Area,90059,Willowbrook
8001 Honey Dr,1890000.0,SingleFamily,1928.0,Central,Central Air,Garage,4,4.0,7.0,1.0,3.0,2.1,7.0,1.5,"Dishwasher, Refrigerator",See Remarks,90046,Hollywood Hills
3920 E 2nd St,550000.0,SingleFamily,1926.0,,,"Driveway, Paved, Gated, Parking Space",4,2.0,3.0,0.3,4.0,0.3,,,,Outside,90063,City Terrace
10777 Wilshire Blvd UNIT 401,1660000.0,Condo,2018.0,Central,Central Air,"Community Structure, Controlled Entrance, Guest, Underground, Valet",2,2.0,9.0,0.7,,,6.0,1.7,"Dishwasher, Microwave, Refrigerator, Vented Exhaust Fan",,90024,Westwood
801 S Grand Ave APT 1602,835000.0,Condo,1985.0,Central,,Garage,2,2.0,,,3.0,0.9,3.0,1.0,Dishwasher,,90017,Financial District
607 W 111th Pl,539000.0,SingleFamily,1926.0,Electric,Electric,"Garage - Two Door, Gated",2,1.0,,,2.0,0.9,2.0,1.2,,In Kitchen,90044,South Los Angeles
1428 Hazelwood Ave,1400000.0,SingleFamily,1903.0,"Central, Forced Air",Central Air,Garage,4,3.0,5.0,0.1,,,7.0,1.1,"Dishwasher, Gas Oven, Gas Range, Gas Cooktop","Laundry Room, Inside",90041,Eagle Rock
1100 S Carmelina Ave,2610000.0,SingleFamily,1941.0,"Central, None",,"Driveway, Garage",3,2.0,,,7.0,1.7,6.0,0.7,,See Remarks,90049,Brentwood
2810 Butler Ave,1700000.0,SingleFamily,1951.0,,"Central Air, Dual, Zoned",Garage,5,3.0,6.0,0.4,3.0,0.2,6.0,2.0,,"Gas & Electric Dryer Hookup, In Kitchen",90064,Rancho Park
447 S Highland Ave,1680000.0,SingleFamily,1924.0,Central,Central Air,"Driveway, Garage - Two Door, Gated",4,3.0,8.0,0.4,7.0,0.2,7.0,1.7,"Refrigerator, Washer, Dryer",Inside,90036,Fairfax
1450 S Beverly Dr APT 405,1356000.0,Apartment,2001.0,"Forced air, Gas",Other,"Garage - Detached, Covered",2,3.0,7.0,0.4,7.0,2.3,6.0,1.2,"Dryer, Washer",In Unit,90035,Beverlywood
12534 Promontory Rd,2135000.0,SingleFamily,1986.0,Central,Central Air,"Direct Access, Garage Door Opener, Garage - Two Door",4,4.0,9.0,2.1,7.0,3.1,8.0,4.5,Refrigerator,Laundry Room,90049,Brentwood
1036 Fortune Way,1105000.0,SingleFamily,1963.0,Central,Central Air,Garage - Attached,3,2.0,6.0,0.4,,,7.0,1.9,,Laundry Room,90042,Highland Park
3303 Aria Ln,1055000.0,SingleFamily,,Central,Central Air,Direct Access,3,4.0,7.0,0.5,7.0,1.5,6.0,0.3,"Dishwasher, Disposal, Microwave, Refrigerator",Laundry Closet,90034,Palms
651 Siena Way,24000000.0,SingleFamily,1937.0,Central,Central Air,"Garage, Gated",7,12.0,9.0,2.6,,,6.0,2.5,"Barbecue, Dishwasher, Disposal, Microwave, Refrigerator, Trash Compactor, Washer, Dryer",Inside,90077,Bel-Air
1846 Lemoyne St,825000.0,SingleFamily,1936.0,Natural Gas,Central Air,"Concrete, Private",1,1.0,,,6.0,1.8,3.0,1.6,"Freezer, Disposal, Gas Oven, Gas Range, Gas Cooktop, Microwave, Refrigerator, Water Heater","Gas & Electric Dryer Hookup, Laundry Room, Washer Hookup",90026,Echo Park
1043 N Norman Pl,4925000.0,SingleFamily,1963.0,Central,,Garage - Three Door,5,4.0,9.0,0.9,7.0,1.9,8.0,3.9,"Dishwasher, Microwave, Refrigerator, Range Hood",,90049,Brentwood
1051 S Harvard Blvd,3200000.0,SingleFamily,1890.0,,,0 spaces,2,1.0,3.0,0.2,3.0,0.7,4.0,1.2,,,90006,Pico-Union
5117 Dartmouth Ave,560000.0,SingleFamily,1940.0,Central,"Central Air, See Remarks","Garage, On Street",2,1.0,2.0,0.4,5.0,0.4,4.0,0.7,,Laundry Room,90032,El Sereno
1043 S Harvard Blvd,3200000.0,SingleFamily,1900.0,Other,Other,"Garage, Covered",2,1.0,3.0,0.2,3.0,0.7,4.0,1.2,,Other,90006,Pico-Union
2180 Century Hl,1185000.0,Condo,1980.0,Central,Central Air,"Covered, Direct Access, Garage Door Opener, Garage - Three Door, Guest, Underground",2,3.0,9.0,1.4,,,6.0,3.3,"Dishwasher, Disposal, Refrigerator, Trash Compactor, Washer, Dryer",,90067,Century City
9522 Bolton Rd,2500000.0,SingleFamily,1950.0,Central,Central Air,Garage,3,3.0,7.0,0.5,7.0,1.9,6.0,0.8,"Disposal, Refrigerator, Washer, Dryer",Inside,90034,Palms
167 N Citrus Ave,1575000.0,SingleFamily,1925.0,Central,,"Garage, Covered",4,3.0,8.0,0.4,7.0,0.7,7.0,1.3,,Room,90036,Fairfax
10622 Grape St,400000.0,SingleFamily,2005.0,,,,3,2.0,4.0,8.2,3.0,0.6,,,,Inside,90002,Watts
6666 W 5th St,1600000.0,SingleFamily,1925.0,Central,Central Air,Driveway,3,2.0,7.0,0.8,7.0,2.3,7.0,1.2,"Refrigerator, Washer, Dryer",Laundry Room,90048,Beverly Grove
1831 W 65th Pl,532000.0,SingleFamily,1926.0,Wall Furnace,,,3,2.0,2.0,0.7,2.0,1.2,,,Gas Range,"Gas Dryer Hookup, Washer Hookup",90047,South Los Angeles
760 W 103rd St,565000.0,SingleFamily,1935.0,,,Garage,3,2.0,5.0,0.5,2.0,1.4,2.0,1.0,,Laundry Room,90044,South Los Angeles
1650 Silverwood Dr,1300000.0,SingleFamily,1955.0,"Central, Fireplace(s)",,Controlled Entrance,3,3.0,6.0,0.6,,,7.0,0.2,Dishwasher,Inside,90041,Eagle Rock
