Address,Sold Price,Type,Year built,Heating,Cooling,Parking,Bedrooms,Bathrooms,Elementary School,Elementary School Score,Elementary School Distance,Middle School,Middle School Score,Middle School Distance,High School,High School Score,High School Distance,Appliances included,Laundry features,Tax assessed value,Annual tax amount,City
732 Quail Dr,995000.0,SingleFamily,1987.0,Central,Central Air,Attached Carport,3,3.0,Mt. Washington Elementary School,7.0,0.2,,,,Benjamin Franklin Senior High School,7.0,1.1,"Dishwasher, Disposal, Refrigerator, Washer, Dryer",,599674.0,7288.0,Los Angeles
3818 Lorado Way,982500.0,SingleFamily,1938.0,Forced Air,Central Air,Garage - Attached,3,2.0,,,,Audubon Middle School,2.0,1.1,,,,,Inside,745000.0,9569.0,Los Angeles
6577 Elder St,749375.0,SingleFamily,1973.0,Central,,"Driveway, Garage - Two Door",3,2.0,San Pascual Elementary Science Technology Engineering Arts And Mathematics (STEAM) Magnet,6.0,0.3,,,,Benjamin Franklin Senior High School,7.0,1.6,"Dishwasher, Washer, Dryer",In Garage,559322.0,6828.0,Los Angeles
322 N Kings Rd,3155000.0,SingleFamily,2012.0,"Central, Forced Air, Zoned",Central Air,"Auto Driveway Gate, Direct Access, Garage Door Opener, Driveway, Concrete, Paved, Garage - Two Door, Gated, Private, Side By Side",5,6.0,"Rosewood Avenue Elementary School, School for Advanced Studies",4.0,0.3,John Burroughs Middle School,7.0,2.3,Fairfax Senior High School,7.0,0.8,"Dishwasher, Disposal, Microwave, Refrigerator, Vented Exhaust Fan, Built-In, Convection Oven, Gas Cooktop, Double Oven, Range Hood, Self Cleaning Oven, Washer, Dryer","Inside, Upper Level, Laundry Room",2750662.0,33436.0,Los Angeles
10450 Wilshire Blvd UNIT 4B,580000.0,Condo,1961.0,Central,Central Air,Valet,2,2.0,Fairburn Avenue Elementary School,9.0,0.4,,,,University Senior High School Charter,6.0,2.3,"Dishwasher, Disposal",Community,759000.0,9141.0,Los Angeles
9019 Hooper Ave,355000.0,SingleFamily,1926.0,,,,2,1.0,Russell Elementary School,5.0,0.4,Charles Drew Middle School,1.0,0.6,,,,,,213194.0,3152.0,Los Angeles
11701 Wetherby Ln,5572000.0,SingleFamily,1996.0,"Central, Forced Air",Central Air,Garage - Three Door,5,8.0,Roscomare Road Elementary School,9.0,0.8,,,,University Senior High School Charter,6.0,4.3,"Barbecue, Dishwasher, Disposal, Microwave, Refrigerator, Built-In, Gas Oven, Range, Washer, Dryer","Inside, See Remarks",2535917.0,31242.0,Los Angeles
1612 S Corning St,1226000.0,SingleFamily,1930.0,"Forced air, Gas",Central,"Garage, Garage - Detached, Covered",3,2.0,Crescent Heights Boulevard Elementary School,4.0,0.3,Daniel Webster Middle School,3.0,3.8,Alexander Hamilton Senior High School,6.0,1.2,Freezer,,1248480.0,15281.0,Los Angeles
1249 S Muirfield Rd,760000.0,MultiFamily,1922.0,Wall Furnace,,"Driveway, Asphalt, Paved, On Street",4,2.0,Queen Anne Place Elementary School,7.0,0.2,"Johnnie Cochran, Jr., Middle School",3.0,0.7,,,,,"In Garage, In Kitchen",166191.0,2304.0,Los Angeles
2754 Lompoc St,1061000.0,SingleFamily,1958.0,"Forced Air, Natural Gas",Central Air,Garage,3,2.0,Delevan Drive Elementary School,9.0,0.3,,,,Eagle Rock High School,7.0,1.3,"Dishwasher, Disposal, Gas Cooktop",,640301.0,7829.0,Los Angeles
2315 E 112th St,395000.0,SingleFamily,1922.0,,,Garage - Attached,3,2.0,Ritter Elementary School,5.0,0.2,Edwin Markham Middle School,3.0,1.0,,,,,"Gas Dryer Hookup, In Carport, In Garage",389852.0,5053.0,Los Angeles
1118 E Lanzit Ave,390000.0,SingleFamily,1947.0,,,Driveway,2,1.0,One Hundred Twelfth Street Elementary School,3.0,0.3,Samuel Gompers Middle School,2.0,0.9,,,,,,192391.0,2641.0,Los Angeles
3542 Purdue Ave,2830000.0,SingleFamily,2020.0,Central,,Garage - Two Door,5,6.0,Mar Vista Elementary School,8.0,0.6,Daniel Webster Middle School,3.0,1.1,Venice Senior High School,6.0,1.6,Refrigerator,Inside,1300500.0,15863.0,Los Angeles
3918 W 58th Pl,605000.0,SingleFamily,1932.0,Wall Furnace,,"Detached Carport, Driveway",4,2.0,Fifty-Fourth Street Elementary School,2.0,0.3,Audubon Middle School,2.0,1.6,,,,,In Kitchen,624770.0,7780.0,Los Angeles
1908 Buckingham Rd,1650000.0,SingleFamily,1923.0,Central,Central Air,"Driveway, Garage - Two Door",5,5.0,Alta Loma Elementary School,4.0,0.3,"Johnnie Cochran, Jr., Middle School",3.0,0.6,Los Angeles Senior High School,4.0,1.1,"Dishwasher, Disposal, Refrigerator, Washer",,997591.0,12287.0,Los Angeles
910 E 84th Pl,405000.0,SingleFamily,1927.0,,,Driveway,3,2.0,Russell Elementary School,5.0,0.4,Charles Drew Middle School,1.0,0.6,,,,Disposal,,400000.0,5028.0,Los Angeles
1717 Courtney Ave,1075000.0,SingleFamily,1925.0,,,,1,1.0,Gardner Street Elementary School,7.0,0.4,Hubert Howe Bancroft Middle School,3.0,1.6,Fairfax Senior High School,7.0,1.2,,,1144440.0,14013.0,Los Angeles
173 N Citrus Ave,2036250.0,SingleFamily,1926.0,Central,Central Air,Concrete,3,3.0,Third Street Elementary School,8.0,0.5,John Burroughs Middle School,7.0,0.8,Fairfax Senior High School,7.0,1.3,"Dishwasher, Disposal, Microwave, Refrigerator",,1849472.0,22593.0,Los Angeles
1454 W 95th St,535000.0,SingleFamily,1934.0,,,Garage,3,2.0,Manhattan Place Elementary School,1.0,0.5,Animo Charter Middle No. 3,4.0,1.8,George Washington Preparatory High School,2.0,0.8,,Inside,210171.0,3162.0,Los Angeles
10661 Lindamere Dr,2332750.0,SingleFamily,1961.0,Central,Central Air,"Driveway, Garage - Two Door",3,3.0,Warner Avenue Elementary School,9.0,2.7,,,,University Senior High School Charter,6.0,3.7,"Dishwasher, Disposal, Microwave, Refrigerator, Washer, Dryer","Inside, Laundry Room",1792350.0,22074.0,Los Angeles
2320 Belleglade Ave,725000.0,SingleFamily,1940.0,Central,Central Air,Garage,3,2.0,Farmdale Elementary School,2.0,0.4,El Sereno Middle School,5.0,0.5,Woodrow Wilson Senior High School,4.0,0.7,"Barbecue, Dishwasher, Microwave, Refrigerator, Washer, Dryer",Laundry Closet,399718.0,4946.0,Los Angeles
917 S New Hampshire Ave UNIT 409,609000.0,Condo,2007.0,Central,Central Air,"Assigned, Covered",2,2.0,,,,,,,,,,"Dishwasher, Disposal, Microwave, Gas Cooktop",Inside,361769.0,4461.0,Los Angeles
610 S Wilton Pl APT 403,760000.0,Condo,2003.0,,,Garage,3,3.0,Wilshire Park Elementary School,6.0,0.2,John Burroughs Middle School,7.0,1.5,Los Angeles Senior High School,4.0,1.3,,,659247.0,7992.0,Los Angeles
3613 Glendon Ave APT 304,980000.0,Condo,1991.0,Central,Central Air,"Guest, Side By Side",2,3.0,Charnock Road Elementary School,4.0,0.6,Palms Middle School,7.0,0.4,Venice Senior High School,6.0,2.5,"Dishwasher, Microwave, Refrigerator, Washer, Dryer",Laundry Room,642550.0,7873.0,Los Angeles
11903 Antwerp Ave,445000.0,SingleFamily,1925.0,"Wall Furnace, None",,Gated,3,2.0,Carver Elementary School,3.0,0.1,,,,Centennial High School,3.0,0.7,,Outside,323572.0,4418.0,Los Angeles
3740 Effingham Pl,1980000.0,SingleFamily,1955.0,Central,Central Air,"Built-In Storage, Garage Door Opener, Garage - Two Door",3,3.0,Franklin Avenue Elementary School,8.0,1.0,Thomas Starr King Middle School,6.0,1.3,John Marshall Senior High School,8.0,0.6,"Dishwasher, Refrigerator, Washer, Dryer",Inside,216652.0,3167.0,Los Angeles
5511 Baltimore St,939000.0,SingleFamily,1921.0,Central,Central Air,Garage,3,2.0,Yorkdale Elementary School,5.0,0.3,,,,Benjamin Franklin Senior High School,7.0,0.1,,In Garage,768524.0,9454.0,Los Angeles
1637 N Orange Grove Ave,2530000.0,SingleFamily,1922.0,Central,Central Air,"Carport, Detached Carport",4,3.0,Gardner Street Elementary School,7.0,0.6,Hubert Howe Bancroft Middle School,3.0,1.7,Fairfax Senior High School,7.0,1.1,"Dishwasher, Refrigerator, Washer, Dryer",Inside,,,Los Angeles
2268 W 29th St,842500.0,SingleFamily,1908.0,,Central Air,Garage,3,2.0,,,,,,,,,,,Laundry Closet,632400.0,7863.0,Los Angeles
5165 Onacrest Dr,980000.0,SingleFamily,1942.0,Central,Central Air,"Driveway, Garage - Two Door",3,3.0,,,,Audubon Middle School,2.0,2.0,,,,"Dishwasher, Disposal, Microwave, Refrigerator, Gas Cooktop, Oven","Outside, See Remarks",116717.0,2165.0,Los Angeles
2385 Hill Dr,2600000.0,SingleFamily,1930.0,Central,Central Air,Garage - Two Door,4,4.0,Eagle Rock Elementary and Magnet Center,8.0,0.6,,,,Eagle Rock High School,7.0,1.1,"Dishwasher, Refrigerator",Upper Level,1836525.0,22576.0,Los Angeles
3621 Meier St,2743100.0,SingleFamily,2017.0,Central,,Garage - Two Door,4,5.0,Beethoven Street Elementary School,7.0,0.1,Mark Twain Middle School and World Languages Magnet,4.0,0.4,Venice Senior High School,6.0,0.4,"Dishwasher, Disposal, Refrigerator, Washer, Dryer",Upper Level,2647713.0,32109.0,Los Angeles
629 E 23rd St,417500.0,SingleFamily,1919.0,Wall,,0 spaces,5,2.0,San Pedro Street Elementary School,5.0,0.3,John Adams Middle School,4.0,0.7,,,,,Inside,405000.0,5118.0,Los Angeles
4247 W 63rd St,1150000.0,SingleFamily,1928.0,Central,Central Air,"Detached Carport, Concrete, Garage - Two Door",3,2.0,Fifty-Fourth Street Elementary School,2.0,0.7,Audubon Middle School,2.0,2.1,,,,"Dishwasher, Disposal",Inside,774679.0,9758.0,Los Angeles
801 S Grand Ave APT 1405,950000.0,Condo,1985.0,"Forced Air, Natural Gas",Central Air,Garage,2,2.0,,,,John H. Liechty Middle School,3.0,0.9,Belmont Senior High School,3.0,1.0,"Dishwasher, Disposal, Microwave, Dryer, Washer",,1220388.0,15028.0,Los Angeles
8107 Airlane Ave,1002000.0,SingleFamily,1942.0,"Central, Fireplace(s)",,"Driveway, Garage - Two Door",2,1.0,Westport Heights Elementary School,5.0,0.2,,,,,,,Refrigerator,Laundry Room,93351.0,1317.0,Los Angeles
10450 Wilshire Blvd UNIT 11G,800000.0,Condo,1961.0,Central,Central Air,Valet,2,2.0,Fairburn Avenue Elementary School,9.0,0.4,,,,University Senior High School Charter,6.0,2.3,"Dishwasher, Microwave, Refrigerator, Washer, Dryer",Stackable,823146.0,9916.0,Los Angeles
3393 Moore St,2400000.0,SingleFamily,1953.0,Central,,Garage - Two Door,3,3.0,Walgrove Avenue Elementary School,4.0,0.4,Mark Twain Middle School and World Languages Magnet,4.0,0.5,Venice Senior High School,6.0,0.7,"Barbecue, Dishwasher, Microwave, Refrigerator, Washer, Dryer",,2075296.0,25187.0,Los Angeles
1747 Barry Ave APT 107,715000.0,Townhouse,1977.0,Central,Central Air,Garage - Attached,2,3.0,Nora Sterry Elementary School,7.0,0.4,Daniel Webster Middle School,3.0,1.3,University Senior High School Charter,6.0,0.6,"Electric Oven, Freezer, Disposal, Gas Oven, Ice Maker, Microwave, Range Hood, Refrigerator, Water Line to Refrigerator, Dryer, Washer",In Garage,461647.0,5663.0,Los Angeles
8757 Arlene Ter,1640000.0,SingleFamily,1954.0,Central,,"Carport, Covered, Driveway",3,3.0,Wonderland Avenue Elementary School,9.0,0.4,Hubert Howe Bancroft Middle School,3.0,3.5,Fairfax Senior High School,7.0,2.6,Refrigerator,Inside,1249793.0,15241.0,Los Angeles
408 S Highland Ave,1325500.0,SingleFamily,1924.0,,,"Detached Carport, Garage",2,2.0,Third Street Elementary School,8.0,0.3,John Burroughs Middle School,7.0,0.2,Fairfax Senior High School,7.0,1.7,"Dishwasher, Trash Compactor",Inside,1003789.0,12479.0,Los Angeles
2111 Lemoyne St,2735000.0,SingleFamily,2000.0,Central,Central Air,"Driveway, Garage - Two Door, Gated",4,4.0,,,,Thomas Starr King Middle School,6.0,1.8,Belmont Senior High School,3.0,2.0,"Dishwasher, Disposal, Refrigerator",Laundry Room,1300500.0,15926.0,Los Angeles
6031 Eucalyptus Ln,740000.0,SingleFamily,1924.0,Central,Central Air,Garage - Single Door,2,1.0,Rockdale Elementary School,6.0,0.2,,,,Eagle Rock High School,7.0,0.9,"Dishwasher, Disposal, Microwave, Refrigerator",See Remarks,100399.0,1296.0,Los Angeles
739 E 33rd St,510000.0,SingleFamily,1907.0,,,Garage,4,1.0,Quincy Jones Elementary School,4.0,0.2,William Jefferson Clinton Middle School,3.0,0.8,,,,,"Gas Dryer Hookup, Laundry Room, Washer Hookup",395352.0,5026.0,Los Angeles
2323 S Bentley Ave APT 204,700000.0,Condo,1982.0,Central,Central Air,"Assigned, Community Structure, Tandem",2,2.0,Westwood Charter Elementary School,9.0,0.7,,,,University Senior High School Charter,6.0,1.7,"Dishwasher, Disposal, Microwave, Refrigerator, Washer, Dryer",,653864.0,7996.0,Los Angeles
4614 S Wilton Pl,744000.0,SingleFamily,1909.0,"Central, Heat Pump, Electric","Central Air, Electric, High Efficiency","Direct Access, Concrete, Garage, Garage Faces Front, Garage - Single Door, Gated, Private",3,2.0,Western Avenue Elementary School,2.0,0.7,,,,,,,"Dishwasher, ENERGY STAR Qualified Appliances, Free-Standing Range, Disposal, Gas Range, Gas Water Heater, High Efficiency Water Heater, Microwave, Range Hood, Vented Exhaust Fan, Water Heater, Water Line to Refrigerator","Gas Dryer Hookup, Inside, Washer Hookup",530000.0,6696.0,Los Angeles
4003 Holly Knoll Dr,1700000.0,SingleFamily,1936.0,Central,Central Air,"Garage, Private",3,2.0,Franklin Avenue Elementary School,8.0,0.4,Thomas Starr King Middle School,6.0,0.7,John Marshall Senior High School,8.0,0.1,"Dishwasher, Disposal, Refrigerator, Washer, Dryer","Inside, Stackable",887785.0,10953.0,Los Angeles
1346 N Stanley Ave APT 1,4500000.0,MultiFamily,1956.0,Other,Other,Covered,14,11.0,Gardner Street Elementary School,7.0,0.3,Hubert Howe Bancroft Middle School,3.0,1.3,Fairfax Senior High School,7.0,0.9,,,,,Los Angeles
3883 Cherrywood Ave,760000.0,SingleFamily,1939.0,Central,Central Air,Garage,3,2.0,,,,Audubon Middle School,2.0,0.4,Susan Miller Dorsey Senior High School,2.0,1.1,,Inside,65172.0,994.0,Los Angeles
6004 Damask Ave,1115000.0,SingleFamily,1949.0,Central,Central Air,Garage,3,2.0,,,,,,,Inglewood High School,2.0,1.6,"Dishwasher, Disposal, Microwave, Refrigerator, Washer, Dryer",Inside,949779.0,11382.0,Los Angeles
1247 S Mcbride Ave,445000.0,SingleFamily,1926.0,Wall Furnace,Wall/Window Unit(s),,2,1.0,Ford Boulevard Elementary School,5.0,0.2,David Wark Griffith Middle School,5.0,1.0,,,,,Outside,309871.0,4506.0,Los Angeles
4105 Denker Ave,805000.0,SingleFamily,1921.0,Central,See Remarks,Garage,4,4.0,Martin Luther King Jr. Elementary School,2.0,0.3,,,,Manual Arts Senior High School,3.0,0.7,,"Laundry Room, Inside",540000.0,6765.0,Los Angeles
10132 Lovelane Pl,5500000.0,SingleFamily,1953.0,Central,Central,"Garage, Covered",4,4.0,Castle Heights Elementary School,7.0,0.6,Palms Middle School,7.0,0.9,Alexander Hamilton Senior High School,6.0,1.0,"Dryer, Refrigerator, Washer",Room,3855340.0,46810.0,Los Angeles
13009 Psomas Way,1600000.0,SingleFamily,1953.0,Forced Air,,"Detached Carport, Driveway, Garage - Two Door",2,2.0,Walgrove Avenue Elementary School,4.0,0.2,Mark Twain Middle School and World Languages Magnet,4.0,0.6,Venice Senior High School,6.0,0.8,Dishwasher,,115633.0,1642.0,Los Angeles
3658 Ruthelen St,540000.0,SingleFamily,1923.0,Wall Furnace,,"Driveway, Gated",3,2.0,,,,,,,,,,"Dishwasher, Disposal, Microwave, Refrigerator, Washer, Dryer",Outside,488987.0,6059.0,Los Angeles
8820 Wonderland Park Ave,3300000.0,SingleFamily,1952.0,"Combination, Radiant",,"Garage, Guest",3,3.0,Wonderland Avenue Elementary School,9.0,0.4,Hubert Howe Bancroft Middle School,3.0,3.5,Fairfax Senior High School,7.0,2.6,"Dishwasher, Disposal, Refrigerator",Laundry Room,2218984.0,26907.0,Los Angeles
3601 Altamont St,922500.0,SingleFamily,1960.0,Central,Central Air,"Garage Door Opener, Driveway, Garage - Two Door",3,2.0,Aragon Avenue Elementary School,2.0,0.2,Florence Nightingale Middle School,5.0,0.6,,,,"Dishwasher, Disposal","Inside, Stackable",650250.0,7888.0,Los Angeles
3726 Richardson Dr,917000.0,SingleFamily,1950.0,Wall Furnace,,Carport,2,2.0,Glassell Park Elementary School,4.0,0.7,,,,,,,"Dishwasher, Refrigerator, Washer, Dryer",,531121.0,6571.0,Los Angeles
3602 Roseview Ave,800000.0,SingleFamily,1921.0,Central,Central Air,Garage - Single Door,3,1.0,Aragon Avenue Elementary School,2.0,0.2,Florence Nightingale Middle School,5.0,0.6,,,,"Dishwasher, Range Hood",Inside,31317.0,546.0,Los Angeles
2991 Ingledale Ter,1225000.0,SingleFamily,1924.0,Central,Central Air,Driveway,2,2.0,Glenfeliz Boulevard Elementary School,5.0,0.4,,,,John Marshall Senior High School,8.0,0.9,"Dishwasher, Disposal, Refrigerator",,744600.0,9116.0,Los Angeles
3711 Baldwin St APT 708,480000.0,Townhouse,2008.0,,Central Air,Garage - Attached,2,3.0,Gates Street Elementary School,4.0,0.3,El Sereno Middle School,5.0,1.5,Woodrow Wilson Senior High School,4.0,1.0,"Gas Oven, Gas Cooktop, Tankless Water Heater",In Garage,292860.0,3585.0,Los Angeles
4039 Cromwell Ave,4292500.0,SingleFamily,1926.0,Central,Central Air,Driveway,4,6.0,Franklin Avenue Elementary School,8.0,0.7,Thomas Starr King Middle School,6.0,1.2,John Marshall Senior High School,8.0,0.5,"Refrigerator, Washer, Dryer",Inside,3313847.0,40623.0,Los Angeles
11467 Thurston Cir,2550000.0,SingleFamily,1951.0,,,"Direct Access, Private, Side By Side",4,6.0,Roscomare Road Elementary School,9.0,2.8,,,,University Senior High School Charter,6.0,1.9,"Dishwasher, Refrigerator",Inside,277034.0,4127.0,Los Angeles
11314 Belhaven St,455000.0,SingleFamily,1983.0,Natural Gas,Central Air,Garage - Attached,3,2.0,One Hundred Twelfth Street Elementary School,3.0,0.2,Samuel Gompers Middle School,2.0,0.9,,,,"Gas Water Heater, Range, Oven",Inside,454000.0,5803.0,Los Angeles
1324 Carmona Ave,1225000.0,SingleFamily,1937.0,Central,Central Air,Driveway,2,2.0,Saturn Street Elementary School,4.0,0.3,,,,Fairfax Senior High School,7.0,2.0,"Dishwasher, Disposal, Microwave, Refrigerator, Washer, Dryer",Laundry Room,1007679.0,12256.0,Los Angeles
460 S Spring St APT 1111,635000.0,Condo,1912.0,Central,Central Air,"Community Structure, Detached Carport",1,1.0,,,,John H. Liechty Middle School,3.0,1.4,Belmont Senior High School,3.0,1.2,,,208000.0,2869.0,Los Angeles
630 N Grand Ave APT 407,520000.0,Condo,1982.0,Central,Central Air,"Assigned, Built-In Storage, Community Structure, Controlled Entrance, Gated, Guest, Tandem",2,2.0,Castelar Street Elementary School,6.0,0.3,Florence Nightingale Middle School,5.0,2.2,Belmont Senior High School,3.0,1.2,"Dishwasher, Disposal, Microwave, Refrigerator, Vented Exhaust Fan, Range",Community,389673.0,4785.0,Los Angeles
1768 S Ogden Dr,1315000.0,SingleFamily,1932.0,Forced Air,Central Air,"Driveway, Garage",3,2.0,Crescent Heights Boulevard Elementary School,4.0,0.5,Daniel Webster Middle School,3.0,4.4,Alexander Hamilton Senior High School,6.0,1.6,"Dishwasher, Disposal, Gas Range, Microwave, Water Heater","Laundry Room, Inside",998580.0,12245.0,Los Angeles
1130 W 69th St,585000.0,SingleFamily,1920.0,Wall Furnace,,"Driveway, Garage",3,2.0,,,,John Muir Middle School,2.0,0.6,Augustus F. Hawkins High A Critical Design And Gaming,2.0,0.7,"Dishwasher, Gas Range",Laundry Room,568700.0,7085.0,Los Angeles
4501 Wawona St,1249000.0,SingleFamily,1963.0,Central,Central Air,Garage - Attached,5,3.0,Delevan Drive Elementary School,9.0,0.4,,,,Eagle Rock High School,7.0,1.3,"Tankless Water Heater, Dryer, Washer",Laundry Closet,930056.0,11499.0,Los Angeles
3457 Maplewood Ave,1935000.0,SingleFamily,1948.0,Central,Central Air,"Direct Access, Paved, Garage - Two Door",2,3.0,Walgrove Avenue Elementary School,4.0,0.1,Mark Twain Middle School and World Languages Magnet,4.0,0.4,Venice Senior High School,6.0,0.6,"Dishwasher, Disposal, Refrigerator, Dryer",Laundry Room,1514319.0,18440.0,Los Angeles
2532 Clyde Ave,740000.0,SingleFamily,1931.0,Wall Furnace,,Garage,3,2.0,Marvin Elementary School,6.0,0.2,Daniel Webster Middle School,3.0,4.3,Alexander Hamilton Senior High School,6.0,1.5,,,75260.0,1136.0,Los Angeles
10325 S Hobart Blvd,522400.0,SingleFamily,1938.0,,,,6,4.0,Manhattan Place Elementary School,1.0,0.4,Animo Charter Middle No. 3,4.0,1.3,George Washington Preparatory High School,2.0,0.4,,,39158.0,676.0,Los Angeles
10551 Fontenelle Way,1847000.0,SingleFamily,1955.0,"Central, Forced Air, Natural Gas",Central Air,"Driveway, Concrete, Driveway Up Slope From Street, Garage Faces Front, Garage - Single Door",4,2.0,Warner Avenue Elementary School,9.0,2.1,,,,University Senior High School Charter,6.0,3.4,"Dishwasher, Gas Oven, Gas Cooktop, Refrigerator, Water Heater, Dryer, Washer",Laundry Room,196104.0,2855.0,Los Angeles
316 N Avenue 66 APT 7,560000.0,Condo,1980.0,Central,Central Air,"Assigned, Tandem Covered",2,2.0,San Pascual Elementary Science Technology Engineering Arts And Mathematics (STEAM) Magnet,6.0,0.4,,,,Benjamin Franklin Senior High School,7.0,1.3,"Dishwasher, Gas Range, Refrigerator, Water Line to Refrigerator, Washer","Electric Dryer Hookup, Inside",466650.0,5760.0,Los Angeles
201 E 69th St,353000.0,SingleFamily,1922.0,,,Driveway,2,1.0,Sixty-Sixth Street Elementary School,4.0,0.2,Mary Mcleod Bethune Middle School,2.0,0.3,John C. Fremont Senior High School,3.0,0.5,,See Remarks,395352.0,5030.0,Los Angeles
6430 Arlington Ave,445000.0,SingleFamily,1925.0,Wall Gas,,0 spaces,2,1.0,Fifty-Ninth Street Elementary School,2.0,0.3,,,,,,,,In Closet,283261.0,3600.0,Los Angeles
